Vehicles,Hour,DayOfWeek,Month,Junction_2,Junction_3,Junction_4
44,20,5,12,0.0,0.0,0.0
37,21,5,12,0.0,0.0,0.0
39,22,5,12,0.0,0.0,0.0
36,23,5,12,0.0,0.0,0.0
33,0,6,12,0.0,0.0,0.0
26,1,6,12,0.0,0.0,0.0
26,2,6,12,0.0,0.0,0.0
23,3,6,12,0.0,0.0,0.0
20,4,6,12,0.0,0.0,0.0
16,5,6,12,0.0,0.0,0.0
21,6,6,12,0.0,0.0,0.0
20,7,6,12,0.0,0.0,0.0
20,8,6,12,0.0,0.0,0.0
29,9,6,12,0.0,0.0,0.0
31,10,6,12,0.0,0.0,0.0
33,11,6,12,0.0,0.0,0.0
33,12,6,12,0.0,0.0,0.0
34,13,6,12,0.0,0.0,0.0
33,14,6,12,0.0,0.0,0.0
35,15,6,12,0.0,0.0,0.0
33,16,6,12,0.0,0.0,0.0
37,17,6,12,0.0,0.0,0.0
38,18,6,12,0.0,0.0,0.0
39,19,6,12,0.0,0.0,0.0
39,20,6,12,0.0,0.0,0.0
38,21,6,12,0.0,0.0,0.0
34,22,6,12,0.0,0.0,0.0
19,23,6,12,0.0,0.0,0.0
35,0,0,12,0.0,0.0,0.0
24,1,0,12,0.0,0.0,0.0
27,2,0,12,0.0,0.0,0.0
25,3,0,12,0.0,0.0,0.0
23,4,0,12,0.0,0.0,0.0
24,5,0,12,0.0,0.0,0.0
27,6,0,12,0.0,0.0,0.0
31,7,0,12,0.0,0.0,0.0
32,8,0,12,0.0,0.0,0.0
44,9,0,12,0.0,0.0,0.0
55,10,0,12,0.0,0.0,0.0
65,11,0,12,0.0,0.0,0.0
64,12,0,12,0.0,0.0,0.0
58,13,0,12,0.0,0.0,0.0
65,14,0,12,0.0,0.0,0.0
68,15,0,12,0.0,0.0,0.0
56,16,0,12,0.0,0.0,0.0
62,17,0,12,0.0,0.0,0.0
55,18,0,12,0.0,0.0,0.0
59,19,0,12,0.0,0.0,0.0
52,20,0,12,0.0,0.0,0.0
54,21,0,12,0.0,0.0,0.0
51,22,0,12,0.0,0.0,0.0
51,23,0,12,0.0,0.0,0.0
41,0,1,12,0.0,0.0,0.0
33,1,1,12,0.0,0.0,0.0
29,2,1,12,0.0,0.0,0.0
29,3,1,12,0.0,0.0,0.0
25,4,1,12,0.0,0.0,0.0
26,5,1,12,0.0,0.0,0.0
29,6,1,12,0.0,0.0,0.0
36,7,1,12,0.0,0.0,0.0
39,8,1,12,0.0,0.0,0.0
43,9,1,12,0.0,0.0,0.0
53,10,1,12,0.0,0.0,0.0
51,11,1,12,0.0,0.0,0.0
69,12,1,12,0.0,0.0,0.0
40,13,1,12,0.0,0.0,0.0
52,14,1,12,0.0,0.0,0.0
78,15,1,12,0.0,0.0,0.0
60,16,1,12,0.0,0.0,0.0
64,17,1,12,0.0,0.0,0.0
63,18,1,12,0.0,0.0,0.0
64,19,1,12,0.0,0.0,0.0
66,20,1,12,0.0,0.0,0.0
66,21,1,12,0.0,0.0,0.0
62,22,1,12,0.0,0.0,0.0
57,23,1,12,0.0,0.0,0.0
52,0,2,12,0.0,0.0,0.0
39,1,2,12,0.0,0.0,0.0
37,2,2,12,0.0,0.0,0.0
36,3,2,12,0.0,0.0,0.0
28,4,2,12,0.0,0.0,0.0
25,5,2,12,0.0,0.0,0.0
29,6,2,12,0.0,0.0,0.0
31,7,2,12,0.0,0.0,0.0
40,8,2,12,0.0,0.0,0.0
46,9,2,12,0.0,0.0,0.0
55,10,2,12,0.0,0.0,0.0
61,11,2,12,0.0,0.0,0.0
69,12,2,12,0.0,0.0,0.0
55,13,2,12,0.0,0.0,0.0
63,14,2,12,0.0,0.0,0.0
67,15,2,12,0.0,0.0,0.0
56,16,2,12,0.0,0.0,0.0
56,17,2,12,0.0,0.0,0.0
61,18,2,12,0.0,0.0,0.0
61,19,2,12,0.0,0.0,0.0
62,20,2,12,0.0,0.0,0.0
63,21,2,12,0.0,0.0,0.0
61,22,2,12,0.0,0.0,0.0
56,23,2,12,0.0,0.0,0.0
48,0,3,12,0.0,0.0,0.0
39,1,3,12,0.0,0.0,0.0
36,2,3,12,0.0,0.0,0.0
31,3,3,12,0.0,0.0,0.0
29,4,3,12,0.0,0.0,0.0
28,5,3,12,0.0,0.0,0.0
26,6,3,12,0.0,0.0,0.0
34,7,3,12,0.0,0.0,0.0
39,8,3,12,0.0,0.0,0.0
46,9,3,12,0.0,0.0,0.0
53,10,3,12,0.0,0.0,0.0
58,11,3,12,0.0,0.0,0.0
76,12,3,12,0.0,0.0,0.0
60,13,3,12,0.0,0.0,0.0
64,14,3,12,0.0,0.0,0.0
71,15,3,12,0.0,0.0,0.0
60,16,3,12,0.0,0.0,0.0
62,17,3,12,0.0,0.0,0.0
64,18,3,12,0.0,0.0,0.0
64,19,3,12,0.0,0.0,0.0
63,20,3,12,0.0,0.0,0.0
65,21,3,12,0.0,0.0,0.0
61,22,3,12,0.0,0.0,0.0
55,23,3,12,0.0,0.0,0.0
51,0,4,12,0.0,0.0,0.0
43,1,4,12,0.0,0.0,0.0
36,2,4,12,0.0,0.0,0.0
31,3,4,12,0.0,0.0,0.0
32,4,4,12,0.0,0.0,0.0
27,5,4,12,0.0,0.0,0.0
25,6,4,12,0.0,0.0,0.0
28,7,4,12,0.0,0.0,0.0
35,8,4,12,0.0,0.0,0.0
42,9,4,12,0.0,0.0,0.0
54,10,4,12,0.0,0.0,0.0
63,11,4,12,0.0,0.0,0.0
63,12,4,12,0.0,0.0,0.0
55,13,4,12,0.0,0.0,0.0
59,14,4,12,0.0,0.0,0.0
60,15,4,12,0.0,0.0,0.0
53,16,4,12,0.0,0.0,0.0
45,17,4,12,0.0,0.0,0.0
55,18,4,12,0.0,0.0,0.0
61,19,4,12,0.0,0.0,0.0
60,20,4,12,0.0,0.0,0.0
56,21,4,12,0.0,0.0,0.0
52,22,4,12,0.0,0.0,0.0
48,23,4,12,0.0,0.0,0.0
45,0,5,12,0.0,0.0,0.0
35,1,5,12,0.0,0.0,0.0
31,2,5,12,0.0,0.0,0.0
33,3,5,12,0.0,0.0,0.0
26,4,5,12,0.0,0.0,0.0
26,5,5,12,0.0,0.0,0.0
25,6,5,12,0.0,0.0,0.0
25,7,5,12,0.0,0.0,0.0
26,8,5,12,0.0,0.0,0.0
31,9,5,12,0.0,0.0,0.0
33,10,5,12,0.0,0.0,0.0
38,11,5,12,0.0,0.0,0.0
38,12,5,12,0.0,0.0,0.0
33,13,5,12,0.0,0.0,0.0
37,14,5,12,0.0,0.0,0.0
31,15,5,12,0.0,0.0,0.0
29,16,5,12,0.0,0.0,0.0
29,17,5,12,0.0,0.0,0.0
30,18,5,12,0.0,0.0,0.0
33,19,5,12,0.0,0.0,0.0
37,20,5,12,0.0,0.0,0.0
32,21,5,12,0.0,0.0,0.0
33,22,5,12,0.0,0.0,0.0
32,23,5,12,0.0,0.0,0.0
27,0,6,1,0.0,0.0,0.0
23,1,6,1,0.0,0.0,0.0
17,2,6,1,0.0,0.0,0.0
16,3,6,1,0.0,0.0,0.0
16,4,6,1,0.0,0.0,0.0
14,5,6,1,0.0,0.0,0.0
14,6,6,1,0.0,0.0,0.0
18,7,6,1,0.0,0.0,0.0
20,8,6,1,0.0,0.0,0.0
22,9,6,1,0.0,0.0,0.0
21,10,6,1,0.0,0.0,0.0
24,11,6,1,0.0,0.0,0.0
20,12,6,1,0.0,0.0,0.0
21,13,6,1,0.0,0.0,0.0
26,14,6,1,0.0,0.0,0.0
30,15,6,1,0.0,0.0,0.0
32,16,6,1,0.0,0.0,0.0
27,17,6,1,0.0,0.0,0.0
34,18,6,1,0.0,0.0,0.0
36,19,6,1,0.0,0.0,0.0
39,20,6,1,0.0,0.0,0.0
40,21,6,1,0.0,0.0,0.0
38,22,6,1,0.0,0.0,0.0
37,23,6,1,0.0,0.0,0.0
34,0,0,1,0.0,0.0,0.0
29,1,0,1,0.0,0.0,0.0
27,2,0,1,0.0,0.0,0.0
22,3,0,1,0.0,0.0,0.0
24,4,0,1,0.0,0.0,0.0
19,5,0,1,0.0,0.0,0.0
20,6,0,1,0.0,0.0,0.0
22,7,0,1,0.0,0.0,0.0
31,8,0,1,0.0,0.0,0.0
38,9,0,1,0.0,0.0,0.0
58,10,0,1,0.0,0.0,0.0
63,11,0,1,0.0,0.0,0.0
65,12,0,1,0.0,0.0,0.0
52,13,0,1,0.0,0.0,0.0
62,14,0,1,0.0,0.0,0.0
71,15,0,1,0.0,0.0,0.0
64,16,0,1,0.0,0.0,0.0
59,17,0,1,0.0,0.0,0.0
54,18,0,1,0.0,0.0,0.0
56,19,0,1,0.0,0.0,0.0
54,20,0,1,0.0,0.0,0.0
59,21,0,1,0.0,0.0,0.0
67,22,0,1,0.0,0.0,0.0
53,23,0,1,0.0,0.0,0.0
49,0,1,1,0.0,0.0,0.0
38,1,1,1,0.0,0.0,0.0
33,2,1,1,0.0,0.0,0.0
31,3,1,1,0.0,0.0,0.0
25,4,1,1,0.0,0.0,0.0
25,5,1,1,0.0,0.0,0.0
34,6,1,1,0.0,0.0,0.0
32,7,1,1,0.0,0.0,0.0
43,8,1,1,0.0,0.0,0.0
50,9,1,1,0.0,0.0,0.0
63,10,1,1,0.0,0.0,0.0
82,11,1,1,0.0,0.0,0.0
82,12,1,1,0.0,0.0,0.0
67,13,1,1,0.0,0.0,0.0
80,14,1,1,0.0,0.0,0.0
79,15,1,1,0.0,0.0,0.0
77,16,1,1,0.0,0.0,0.0
73,17,1,1,0.0,0.0,0.0
76,18,1,1,0.0,0.0,0.0
77,19,1,1,0.0,0.0,0.0
77,20,1,1,0.0,0.0,0.0
83,21,1,1,0.0,0.0,0.0
81,22,1,1,0.0,0.0,0.0
67,23,1,1,0.0,0.0,0.0
66,0,2,1,0.0,0.0,0.0
51,1,2,1,0.0,0.0,0.0
46,2,2,1,0.0,0.0,0.0
41,3,2,1,0.0,0.0,0.0
40,4,2,1,0.0,0.0,0.0
32,5,2,1,0.0,0.0,0.0
37,6,2,1,0.0,0.0,0.0
38,7,2,1,0.0,0.0,0.0
42,8,2,1,0.0,0.0,0.0
49,9,2,1,0.0,0.0,0.0
65,10,2,1,0.0,0.0,0.0
71,11,2,1,0.0,0.0,0.0
78,12,2,1,0.0,0.0,0.0
69,13,2,1,0.0,0.0,0.0
75,14,2,1,0.0,0.0,0.0
78,15,2,1,0.0,0.0,0.0
74,16,2,1,0.0,0.0,0.0
69,17,2,1,0.0,0.0,0.0
73,18,2,1,0.0,0.0,0.0
79,19,2,1,0.0,0.0,0.0
78,20,2,1,0.0,0.0,0.0
71,21,2,1,0.0,0.0,0.0
73,22,2,1,0.0,0.0,0.0
62,23,2,1,0.0,0.0,0.0
61,0,3,1,0.0,0.0,0.0
50,1,3,1,0.0,0.0,0.0
45,2,3,1,0.0,0.0,0.0
43,3,3,1,0.0,0.0,0.0
32,4,3,1,0.0,0.0,0.0
31,5,3,1,0.0,0.0,0.0
35,6,3,1,0.0,0.0,0.0
42,7,3,1,0.0,0.0,0.0
40,8,3,1,0.0,0.0,0.0
48,9,3,1,0.0,0.0,0.0
64,10,3,1,0.0,0.0,0.0
90,11,3,1,0.0,0.0,0.0
80,12,3,1,0.0,0.0,0.0
70,13,3,1,0.0,0.0,0.0
82,14,3,1,0.0,0.0,0.0
80,15,3,1,0.0,0.0,0.0
80,16,3,1,0.0,0.0,0.0
77,17,3,1,0.0,0.0,0.0
73,18,3,1,0.0,0.0,0.0
77,19,3,1,0.0,0.0,0.0
77,20,3,1,0.0,0.0,0.0
74,21,3,1,0.0,0.0,0.0
69,22,3,1,0.0,0.0,0.0
64,23,3,1,0.0,0.0,0.0
61,0,4,1,0.0,0.0,0.0
51,1,4,1,0.0,0.0,0.0
45,2,4,1,0.0,0.0,0.0
39,3,4,1,0.0,0.0,0.0
34,4,4,1,0.0,0.0,0.0
32,5,4,1,0.0,0.0,0.0
31,6,4,1,0.0,0.0,0.0
33,7,4,1,0.0,0.0,0.0
40,8,4,1,0.0,0.0,0.0
44,9,4,1,0.0,0.0,0.0
57,10,4,1,0.0,0.0,0.0
72,11,4,1,0.0,0.0,0.0
73,12,4,1,0.0,0.0,0.0
62,13,4,1,0.0,0.0,0.0
74,14,4,1,0.0,0.0,0.0
71,15,4,1,0.0,0.0,0.0
64,16,4,1,0.0,0.0,0.0
63,17,4,1,0.0,0.0,0.0
59,18,4,1,0.0,0.0,0.0
65,19,4,1,0.0,0.0,0.0
67,20,4,1,0.0,0.0,0.0
69,21,4,1,0.0,0.0,0.0
64,22,4,1,0.0,0.0,0.0
57,23,4,1,0.0,0.0,0.0
50,0,5,1,0.0,0.0,0.0
49,1,5,1,0.0,0.0,0.0
38,2,5,1,0.0,0.0,0.0
33,3,5,1,0.0,0.0,0.0
31,4,5,1,0.0,0.0,0.0
27,5,5,1,0.0,0.0,0.0
25,6,5,1,0.0,0.0,0.0
24,7,5,1,0.0,0.0,0.0
29,8,5,1,0.0,0.0,0.0
35,9,5,1,0.0,0.0,0.0
43,10,5,1,0.0,0.0,0.0
45,11,5,1,0.0,0.0,0.0
45,12,5,1,0.0,0.0,0.0
42,13,5,1,0.0,0.0,0.0
39,14,5,1,0.0,0.0,0.0
38,15,5,1,0.0,0.0,0.0
41,16,5,1,0.0,0.0,0.0
41,17,5,1,0.0,0.0,0.0
47,18,5,1,0.0,0.0,0.0
51,19,5,1,0.0,0.0,0.0
55,20,5,1,0.0,0.0,0.0
52,21,5,1,0.0,0.0,0.0
49,22,5,1,0.0,0.0,0.0
50,23,5,1,0.0,0.0,0.0
43,0,6,1,0.0,0.0,0.0
33,1,6,1,0.0,0.0,0.0
30,2,6,1,0.0,0.0,0.0
26,3,6,1,0.0,0.0,0.0
23,4,6,1,0.0,0.0,0.0
24,5,6,1,0.0,0.0,0.0
27,6,6,1,0.0,0.0,0.0
26,7,6,1,0.0,0.0,0.0
29,8,6,1,0.0,0.0,0.0
41,9,6,1,0.0,0.0,0.0
42,10,6,1,0.0,0.0,0.0
43,11,6,1,0.0,0.0,0.0
66,12,6,1,0.0,0.0,0.0
58,13,6,1,0.0,0.0,0.0
62,14,6,1,0.0,0.0,0.0
64,15,6,1,0.0,0.0,0.0
61,16,6,1,0.0,0.0,0.0
62,17,6,1,0.0,0.0,0.0
73,18,6,1,0.0,0.0,0.0
84,19,6,1,0.0,0.0,0.0
84,20,6,1,0.0,0.0,0.0
78,21,6,1,0.0,0.0,0.0
77,22,6,1,0.0,0.0,0.0
75,23,6,1,0.0,0.0,0.0
64,0,0,1,0.0,0.0,0.0
55,1,0,1,0.0,0.0,0.0
47,2,0,1,0.0,0.0,0.0
42,3,0,1,0.0,0.0,0.0
41,4,0,1,0.0,0.0,0.0
38,5,0,1,0.0,0.0,0.0
43,6,0,1,0.0,0.0,0.0
56,7,0,1,0.0,0.0,0.0
54,8,0,1,0.0,0.0,0.0
66,9,0,1,0.0,0.0,0.0
81,10,0,1,0.0,0.0,0.0
97,11,0,1,0.0,0.0,0.0
104,12,0,1,0.0,0.0,0.0
90,13,0,1,0.0,0.0,0.0
92,14,0,1,0.0,0.0,0.0
93,15,0,1,0.0,0.0,0.0
88,16,0,1,0.0,0.0,0.0
90,17,0,1,0.0,0.0,0.0
83,18,0,1,0.0,0.0,0.0
77,19,0,1,0.0,0.0,0.0
95,20,0,1,0.0,0.0,0.0
96,21,0,1,0.0,0.0,0.0
100,22,0,1,0.0,0.0,0.0
86,23,0,1,0.0,0.0,0.0
74,0,1,1,0.0,0.0,0.0
61,1,1,1,0.0,0.0,0.0
54,2,1,1,0.0,0.0,0.0
50,3,1,1,0.0,0.0,0.0
47,4,1,1,0.0,0.0,0.0
37,5,1,1,0.0,0.0,0.0
39,6,1,1,0.0,0.0,0.0
49,7,1,1,0.0,0.0,0.0
53,8,1,1,0.0,0.0,0.0
59,9,1,1,0.0,0.0,0.0
76,10,1,1,0.0,0.0,0.0
76,11,1,1,0.0,0.0,0.0
82,12,1,1,0.0,0.0,0.0
73,13,1,1,0.0,0.0,0.0
85,14,1,1,0.0,0.0,0.0
84,15,1,1,0.0,0.0,0.0
77,16,1,1,0.0,0.0,0.0
74,17,1,1,0.0,0.0,0.0
81,18,1,1,0.0,0.0,0.0
81,19,1,1,0.0,0.0,0.0
85,20,1,1,0.0,0.0,0.0
85,21,1,1,0.0,0.0,0.0
85,22,1,1,0.0,0.0,0.0
73,23,1,1,0.0,0.0,0.0
67,0,2,1,0.0,0.0,0.0
54,1,2,1,0.0,0.0,0.0
49,2,2,1,0.0,0.0,0.0
44,3,2,1,0.0,0.0,0.0
37,4,2,1,0.0,0.0,0.0
35,5,2,1,0.0,0.0,0.0
38,6,2,1,0.0,0.0,0.0
43,7,2,1,0.0,0.0,0.0
49,8,2,1,0.0,0.0,0.0
56,9,2,1,0.0,0.0,0.0
65,10,2,1,0.0,0.0,0.0
76,11,2,1,0.0,0.0,0.0
77,12,2,1,0.0,0.0,0.0
72,13,2,1,0.0,0.0,0.0
78,14,2,1,0.0,0.0,0.0
81,15,2,1,0.0,0.0,0.0
72,16,2,1,0.0,0.0,0.0
74,17,2,1,0.0,0.0,0.0
72,18,2,1,0.0,0.0,0.0
81,19,2,1,0.0,0.0,0.0
85,20,2,1,0.0,0.0,0.0
80,21,2,1,0.0,0.0,0.0
76,22,2,1,0.0,0.0,0.0
68,23,2,1,0.0,0.0,0.0
65,0,3,1,0.0,0.0,0.0
54,1,3,1,0.0,0.0,0.0
49,2,3,1,0.0,0.0,0.0
46,3,3,1,0.0,0.0,0.0
39,4,3,1,0.0,0.0,0.0
32,5,3,1,0.0,0.0,0.0
36,6,3,1,0.0,0.0,0.0
42,7,3,1,0.0,0.0,0.0
46,8,3,1,0.0,0.0,0.0
51,9,3,1,0.0,0.0,0.0
58,10,3,1,0.0,0.0,0.0
66,11,3,1,0.0,0.0,0.0
74,12,3,1,0.0,0.0,0.0
75,13,3,1,0.0,0.0,0.0
95,14,3,1,0.0,0.0,0.0
83,15,3,1,0.0,0.0,0.0
75,16,3,1,0.0,0.0,0.0
76,17,3,1,0.0,0.0,0.0
75,18,3,1,0.0,0.0,0.0
83,19,3,1,0.0,0.0,0.0
83,20,3,1,0.0,0.0,0.0
82,21,3,1,0.0,0.0,0.0
79,22,3,1,0.0,0.0,0.0
67,23,3,1,0.0,0.0,0.0
65,0,4,1,0.0,0.0,0.0
57,1,4,1,0.0,0.0,0.0
47,2,4,1,0.0,0.0,0.0
46,3,4,1,0.0,0.0,0.0
40,4,4,1,0.0,0.0,0.0
35,5,4,1,0.0,0.0,0.0
38,6,4,1,0.0,0.0,0.0
41,7,4,1,0.0,0.0,0.0
45,8,4,1,0.0,0.0,0.0
49,9,4,1,0.0,0.0,0.0
69,10,4,1,0.0,0.0,0.0
73,11,4,1,0.0,0.0,0.0
70,12,4,1,0.0,0.0,0.0
66,13,4,1,0.0,0.0,0.0
70,14,4,1,0.0,0.0,0.0
71,15,4,1,0.0,0.0,0.0
64,16,4,1,0.0,0.0,0.0
72,17,4,1,0.0,0.0,0.0
65,18,4,1,0.0,0.0,0.0
73,19,4,1,0.0,0.0,0.0
68,20,4,1,0.0,0.0,0.0
65,21,4,1,0.0,0.0,0.0
61,22,4,1,0.0,0.0,0.0
54,23,4,1,0.0,0.0,0.0
53,0,5,1,0.0,0.0,0.0
45,1,5,1,0.0,0.0,0.0
44,2,5,1,0.0,0.0,0.0
39,3,5,1,0.0,0.0,0.0
30,4,5,1,0.0,0.0,0.0
29,5,5,1,0.0,0.0,0.0
25,6,5,1,0.0,0.0,0.0
31,7,5,1,0.0,0.0,0.0
27,8,5,1,0.0,0.0,0.0
31,9,5,1,0.0,0.0,0.0
35,10,5,1,0.0,0.0,0.0
58,11,5,1,0.0,0.0,0.0
50,12,5,1,0.0,0.0,0.0
43,13,5,1,0.0,0.0,0.0
42,14,5,1,0.0,0.0,0.0
41,15,5,1,0.0,0.0,0.0
43,16,5,1,0.0,0.0,0.0
45,17,5,1,0.0,0.0,0.0
51,18,5,1,0.0,0.0,0.0
53,19,5,1,0.0,0.0,0.0
54,20,5,1,0.0,0.0,0.0
52,21,5,1,0.0,0.0,0.0
54,22,5,1,0.0,0.0,0.0
54,23,5,1,0.0,0.0,0.0
50,0,6,1,0.0,0.0,0.0
37,1,6,1,0.0,0.0,0.0
31,2,6,1,0.0,0.0,0.0
30,3,6,1,0.0,0.0,0.0
29,4,6,1,0.0,0.0,0.0
24,5,6,1,0.0,0.0,0.0
24,6,6,1,0.0,0.0,0.0
29,7,6,1,0.0,0.0,0.0
30,8,6,1,0.0,0.0,0.0
36,9,6,1,0.0,0.0,0.0
41,10,6,1,0.0,0.0,0.0
45,11,6,1,0.0,0.0,0.0
42,12,6,1,0.0,0.0,0.0
41,13,6,1,0.0,0.0,0.0
37,14,6,1,0.0,0.0,0.0
43,15,6,1,0.0,0.0,0.0
41,16,6,1,0.0,0.0,0.0
39,17,6,1,0.0,0.0,0.0
55,18,6,1,0.0,0.0,0.0
65,19,6,1,0.0,0.0,0.0
76,20,6,1,0.0,0.0,0.0
63,21,6,1,0.0,0.0,0.0
61,22,6,1,0.0,0.0,0.0
58,23,6,1,0.0,0.0,0.0
48,0,0,1,0.0,0.0,0.0
39,1,0,1,0.0,0.0,0.0
37,2,0,1,0.0,0.0,0.0
36,3,0,1,0.0,0.0,0.0
33,4,0,1,0.0,0.0,0.0
32,5,0,1,0.0,0.0,0.0
31,6,0,1,0.0,0.0,0.0
41,7,0,1,0.0,0.0,0.0
42,8,0,1,0.0,0.0,0.0
53,9,0,1,0.0,0.0,0.0
72,10,0,1,0.0,0.0,0.0
91,11,0,1,0.0,0.0,0.0
120,12,0,1,0.0,0.0,0.0
84,13,0,1,0.0,0.0,0.0
97,14,0,1,0.0,0.0,0.0
96,15,0,1,0.0,0.0,0.0
85,16,0,1,0.0,0.0,0.0
88,17,0,1,0.0,0.0,0.0
90,18,0,1,0.0,0.0,0.0
96,19,0,1,0.0,0.0,0.0
89,20,0,1,0.0,0.0,0.0
88,21,0,1,0.0,0.0,0.0
87,22,0,1,0.0,0.0,0.0
74,23,0,1,0.0,0.0,0.0
68,0,1,1,0.0,0.0,0.0
58,1,1,1,0.0,0.0,0.0
53,2,1,1,0.0,0.0,0.0
45,3,1,1,0.0,0.0,0.0
42,4,1,1,0.0,0.0,0.0
36,5,1,1,0.0,0.0,0.0
43,6,1,1,0.0,0.0,0.0
50,7,1,1,0.0,0.0,0.0
55,8,1,1,0.0,0.0,0.0
63,9,1,1,0.0,0.0,0.0
84,10,1,1,0.0,0.0,0.0
85,11,1,1,0.0,0.0,0.0
89,12,1,1,0.0,0.0,0.0
75,13,1,1,0.0,0.0,0.0
89,14,1,1,0.0,0.0,0.0
86,15,1,1,0.0,0.0,0.0
82,16,1,1,0.0,0.0,0.0
79,17,1,1,0.0,0.0,0.0
77,18,1,1,0.0,0.0,0.0
84,19,1,1,0.0,0.0,0.0
86,20,1,1,0.0,0.0,0.0
87,21,1,1,0.0,0.0,0.0
82,22,1,1,0.0,0.0,0.0
79,23,1,1,0.0,0.0,0.0
76,0,2,1,0.0,0.0,0.0
58,1,2,1,0.0,0.0,0.0
57,2,2,1,0.0,0.0,0.0
53,3,2,1,0.0,0.0,0.0
47,4,2,1,0.0,0.0,0.0
43,5,2,1,0.0,0.0,0.0
44,6,2,1,0.0,0.0,0.0
48,7,2,1,0.0,0.0,0.0
57,8,2,1,0.0,0.0,0.0
62,9,2,1,0.0,0.0,0.0
72,10,2,1,0.0,0.0,0.0
87,11,2,1,0.0,0.0,0.0
83,12,2,1,0.0,0.0,0.0
74,13,2,1,0.0,0.0,0.0
89,14,2,1,0.0,0.0,0.0
83,15,2,1,0.0,0.0,0.0
81,16,2,1,0.0,0.0,0.0
75,17,2,1,0.0,0.0,0.0
78,18,2,1,0.0,0.0,0.0
83,19,2,1,0.0,0.0,0.0
82,20,2,1,0.0,0.0,0.0
82,21,2,1,0.0,0.0,0.0
77,22,2,1,0.0,0.0,0.0
75,23,2,1,0.0,0.0,0.0
69,0,3,1,0.0,0.0,0.0
57,1,3,1,0.0,0.0,0.0
51,2,3,1,0.0,0.0,0.0
49,3,3,1,0.0,0.0,0.0
41,4,3,1,0.0,0.0,0.0
41,5,3,1,0.0,0.0,0.0
40,6,3,1,0.0,0.0,0.0
42,7,3,1,0.0,0.0,0.0
51,8,3,1,0.0,0.0,0.0
58,9,3,1,0.0,0.0,0.0
71,10,3,1,0.0,0.0,0.0
89,11,3,1,0.0,0.0,0.0
91,12,3,1,0.0,0.0,0.0
79,13,3,1,0.0,0.0,0.0
88,14,3,1,0.0,0.0,0.0
88,15,3,1,0.0,0.0,0.0
75,16,3,1,0.0,0.0,0.0
72,17,3,1,0.0,0.0,0.0
84,18,3,1,0.0,0.0,0.0
87,19,3,1,0.0,0.0,0.0
82,20,3,1,0.0,0.0,0.0
79,21,3,1,0.0,0.0,0.0
82,22,3,1,0.0,0.0,0.0
78,23,3,1,0.0,0.0,0.0
70,0,4,1,0.0,0.0,0.0
62,1,4,1,0.0,0.0,0.0
54,2,4,1,0.0,0.0,0.0
49,3,4,1,0.0,0.0,0.0
45,4,4,1,0.0,0.0,0.0
42,5,4,1,0.0,0.0,0.0
39,6,4,1,0.0,0.0,0.0
45,7,4,1,0.0,0.0,0.0
50,8,4,1,0.0,0.0,0.0
54,9,4,1,0.0,0.0,0.0
65,10,4,1,0.0,0.0,0.0
70,11,4,1,0.0,0.0,0.0
80,12,4,1,0.0,0.0,0.0
71,13,4,1,0.0,0.0,0.0
75,14,4,1,0.0,0.0,0.0
78,15,4,1,0.0,0.0,0.0
71,16,4,1,0.0,0.0,0.0
66,17,4,1,0.0,0.0,0.0
72,18,4,1,0.0,0.0,0.0
75,19,4,1,0.0,0.0,0.0
72,20,4,1,0.0,0.0,0.0
75,21,4,1,0.0,0.0,0.0
70,22,4,1,0.0,0.0,0.0
65,23,4,1,0.0,0.0,0.0
60,0,5,1,0.0,0.0,0.0
48,1,5,1,0.0,0.0,0.0
41,2,5,1,0.0,0.0,0.0
38,3,5,1,0.0,0.0,0.0
36,4,5,1,0.0,0.0,0.0
31,5,5,1,0.0,0.0,0.0
31,6,5,1,0.0,0.0,0.0
32,7,5,1,0.0,0.0,0.0
47,8,5,1,0.0,0.0,0.0
56,9,5,1,0.0,0.0,0.0
58,10,5,1,0.0,0.0,0.0
64,11,5,1,0.0,0.0,0.0
60,12,5,1,0.0,0.0,0.0
51,13,5,1,0.0,0.0,0.0
51,14,5,1,0.0,0.0,0.0
49,15,5,1,0.0,0.0,0.0
50,16,5,1,0.0,0.0,0.0
53,17,5,1,0.0,0.0,0.0
54,18,5,1,0.0,0.0,0.0
62,19,5,1,0.0,0.0,0.0
58,20,5,1,0.0,0.0,0.0
54,21,5,1,0.0,0.0,0.0
58,22,5,1,0.0,0.0,0.0
59,23,5,1,0.0,0.0,0.0
50,0,6,1,0.0,0.0,0.0
44,1,6,1,0.0,0.0,0.0
40,2,6,1,0.0,0.0,0.0
36,3,6,1,0.0,0.0,0.0
30,4,6,1,0.0,0.0,0.0
27,5,6,1,0.0,0.0,0.0
28,6,6,1,0.0,0.0,0.0
30,7,6,1,0.0,0.0,0.0
34,8,6,1,0.0,0.0,0.0
45,9,6,1,0.0,0.0,0.0
45,10,6,1,0.0,0.0,0.0
55,11,6,1,0.0,0.0,0.0
51,12,6,1,0.0,0.0,0.0
47,13,6,1,0.0,0.0,0.0
48,14,6,1,0.0,0.0,0.0
49,15,6,1,0.0,0.0,0.0
48,16,6,1,0.0,0.0,0.0
47,17,6,1,0.0,0.0,0.0
51,18,6,1,0.0,0.0,0.0
57,19,6,1,0.0,0.0,0.0
60,20,6,1,0.0,0.0,0.0
55,21,6,1,0.0,0.0,0.0
